xPos,yPos,distance
70,75,87.99448732247524
70,76,78.05721237354311
70,77,46.75123205701334
70,78,78.05721237354311
70,79,81.49616759898501
70,80,74.90897946750623
70,81,82.71427818476319
70,82,78.05721237354311
70,83,43.94587128705875
70,84,81.49616759898501
70,85,81.49616759898501
70,86,79.16926896338916
70,87,73.91780236304929
70,88,76.97740016964265
70,89,76.97740016964265
70,90,38.01750258365549
70,91,78.05721237354311
70,92,76.97740016964265
70,93,89.4270686465234
70,94,72.95372141313577
70,95,73.91780236304929
70,96,46.75123205701334
70,97,81.49616759898501
70,98,80.31505953051612
70,99,78.05721237354311
70,100,81.49616759898501
71,75,102.93233680435569
71,76,76.97740016964265
71,77,80.31505953051612
71,78,95.6829556336824
71,79,76.97740016964265
71,80,75.92842980140074
71,81,86.60917787783498
71,82,86.60917787783498
71,83,79.16926896338916
71,84,53.66843740923079
71,85,87.99448732247524
71,86,101.0139503802696
71,87,53.66843740923079
71,88,94.03437816878682
71,89,94.03437816878682
71,90,50.83609438325171
71,91,76.97740016964265
71,92,94.03437816878682
71,93,49.534014755555205
71,94,81.49616759898501
71,95,94.03437816878682
71,96,94.03437816878682
71,97,82.71427818476319
71,98,86.60917787783498
71,99,76.97740016964265
71,100,78.05721237354311
72,75,94.03437816878682
72,76,42.36450351231416
72,77,86.60917787783498
72,78,86.60917787783498
72,79,80.31505953051612
72,80,102.93233680435569
72,81,87.99448732247524
72,82,87.99448732247524
72,83,86.60917787783498
72,84,82.71427818476319
72,85,82.71427818476319
72,86,86.60917787783498
72,87,42.36450351231416
72,88,86.60917787783498
72,89,82.71427818476319
72,90,82.71427818476319
72,91,81.49616759898501
72,92,42.982532537229744
72,93,81.49616759898501
72,94,81.49616759898501
72,95,86.60917787783498
72,96,42.36450351231416
72,97,82.71427818476319
72,98,86.60917787783498
72,99,87.99448732247524
72,100,40.06783469203325
73,75,86.60917787783498
73,76,94.03437816878682
73,77,42.36450351231416
73,78,82.71427818476319
73,79,87.99448732247524
73,80,86.60917787783498
73,81,95.6829556336824
73,82,87.99448732247524
73,83,86.60917787783498
73,84,42.671172934090784
73,85,86.60917787783498
73,86,87.99448732247524
73,87,80.31505953051612
73,88,89.4270686465234
73,89,86.60917787783498
73,90,86.60917787783498
73,91,42.36450351231416
73,92,82.71427818476319
73,93,81.49616759898501
73,94,82.71427818476319
73,95,81.49616759898501
73,96,87.99448732247524
73,97,87.99448732247524
73,98,86.60917787783498
73,99,86.60917787783498
73,100,81.49616759898501
74,75,109.17557434345778
74,76,87.99448732247524
74,77,81.49616759898501
74,78,41.18264042544637
74,79,101.0139503802696
74,80,82.71427818476319
74,81,101.0139503802696
74,82,81.49616759898501
74,83,82.71427818476319
74,84,47.128575013374245
74,85,78.05721237354311
74,86,42.36450351231416
74,87,86.60917787783498
74,88,76.97740016964265
74,89,73.91780236304929
74,90,89.4270686465234
74,91,82.71427818476319
74,92,81.49616759898501
74,93,49.960209654895436
74,94,78.05721237354311
74,95,76.97740016964265
74,96,49.534014755555205
74,97,76.97740016964265
74,98,94.03437816878682
74,99,44.955603899217216
74,100,72.95372141313577
75,75,99.16900370030181
75,76,86.60917787783498
75,77,79.16926896338916
75,78,80.31505953051612
75,79,44.955603899217216
75,80,94.03437816878682
75,81,81.49616759898501
75,82,44.955603899217216
75,83,82.71427818476319
75,84,76.97740016964265
75,85,42.36450351231416
75,86,87.99448732247524
75,87,81.49616759898501
75,88,46.015220912590124
75,89,76.97740016964265
75,90,82.71427818476319
75,91,118.85376566828423
75,92,76.97740016964265
75,93,72.01562444532655
75,94,81.49616759898501
75,95,81.49616759898501
75,96,76.97740016964265
75,97,42.06241751858184
75,98,76.97740016964265
75,99,76.97740016964265
75,100,72.95372141313577
76,75,79.16926896338916
76,76,76.97740016964265
76,77,82.71427818476319
76,78,86.60917787783498
76,79,111.4372654261191
76,80,86.60917787783498
76,81,72.95372141313577
76,82,87.99448732247524
76,83,78.05721237354311
76,84,86.60917787783498
76,85,39.014458982221015
76,86,76.97740016964265
76,87,78.05721237354311
76,88,81.49616759898501
76,89,86.60917787783498
76,90,64.58550950905227
76,91,42.36450351231416
76,92,89.4270686465234
76,93,73.91780236304929
76,94,75.92842980140074
76,95,78.05721237354311
76,96,69.34699867826971
76,97,70.21323205227537
76,98,41.764811438377116
76,99,72.95372141313577
76,100,73.91780236304929
77,75,86.60917787783498
77,76,82.71427818476319
77,77,73.91780236304929
77,78,42.36450351231416
77,79,70.21323205227537
77,80,82.71427818476319
77,81,81.49616759898501
77,82,42.36450351231416
77,83,81.49616759898501
77,84,47.128575013374245
77,85,78.05721237354311
77,86,40.06783469203325
77,87,82.71427818476319
77,88,76.97740016964265
77,89,72.95372141313577
77,90,42.36450351231416
77,91,78.05721237354311
77,92,73.91780236304929
77,93,72.95372141313577
77,94,86.60917787783498
77,95,78.05721237354311
77,96,41.18264042544637
77,97,73.91780236304929
77,98,109.17557434345778
77,99,42.36450351231416
77,100,73.91780236304929
78,75,68.50286619177638
78,76,95.6829556336824
78,77,76.97740016964265
78,78,69.34699867826971
78,79,40.61722261701496
78,80,76.97740016964265
78,81,73.91780236304929
78,82,72.95372141313577
78,83,44.955603899217216
78,84,78.05721237354311
78,85,76.97740016964265
78,86,76.97740016964265
78,87,39.53379466901948
78,88,78.05721237354311
78,89,78.05721237354311
78,90,76.97740016964265
78,91,82.71427818476319
78,92,48.7040728967859
78,93,78.05721237354311
78,94,78.05721237354311
78,95,81.49616759898501
78,96,82.71427818476319
78,97,55.2126666327604
78,98,101.0139503802696
78,99,86.60917787783498
78,100,86.60917787783498
79,75,73.91780236304929
79,76,80.31505953051612
79,77,78.05721237354311
79,78,78.05721237354311
79,79,81.49616759898501
79,80,102.93233680435569
79,81,78.05721237354311
79,82,81.49616759898501
79,83,44.61366304734636
79,84,86.60917787783498
79,85,94.03437816878682
79,86,101.0139503802696
79,87,76.97740016964265
79,88,82.71427818476319
79,89,86.60917787783498
79,90,39.014458982221015
79,91,42.36450351231416
79,92,76.97740016964265
79,93,75.92842980140074
