xPos,yPos,distance
90,75,94.03437816878682
90,76,101.0139503802696
90,77,94.03437816878682
90,78,109.17557434345778
90,79,94.03437816878682
90,80,81.49616759898501
90,81,75.92842980140074
90,82,63.14668280576031
90,83,28.781983908349268
90,84,19.047331040870027
90,85,17.9749082847011
90,86,18.230991157789397
90,87,18.822232646767517
90,88,19.514904037774215
90,89,15.890778331919028
90,90,20.007200137557078
90,91,20.198595839339745
90,92,20.198595839339745
90,93,20.13437217519263
90,94,20.13437217519263
90,95,20.198595839339745
90,96,20.32834024947055
90,97,20.198595839339745
90,98,20.198595839339745
90,99,20.393869892641195
90,100,20.728276065434503
