xPos,yPos,distance
75,70,102.93233680435569
75,73,79.16926896338916
75,76,74.90897946750623
75,79,102.93233680435569
75,82,42.36450351231416
75,85,83.97118609925452
75,88,83.97118609925452
75,91,95.6829556336824
75,94,61.773440176216575
75,97,30.508589746146843
75,100,24.838802581334587
78,70,82.71427818476319
78,73,49.960209654895436
78,76,87.99448732247524
78,79,89.4270686465234
78,82,79.16926896338916
78,85,95.6829556336824
78,88,118.85376566828423
78,91,94.03437816878682
78,94,59.82692879596846
78,97,30.66234434592651
78,100,24.838802581334587
81,70,79.16926896338916
81,73,79.16926896338916
81,76,83.97118609925452
81,79,83.97118609925452
81,82,97.39329925839745
81,85,79.16926896338916
81,88,61.773440176216575
81,91,31.133514002922684
81,94,25.66162132394201
81,97,23.261354567359845
81,100,22.753475410390518
84,70,59.20631637573968
84,73,72.01562444532655
84,76,44.27712854599181
84,79,76.97740016964265
84,82,74.90897946750623
84,85,24.069405712587606
84,88,22.753475410390518
84,91,22.427595970715274
84,94,22.18953085342039
84,97,21.880224975852762
84,100,20.7965420377343
87,70,42.982532537229744
87,73,74.90897946750623
87,76,70.21323205227537
87,79,79.16926896338916
87,82,79.16926896338916
87,85,22.920167687406057
87,88,22.18953085342039
87,91,22.111348032576398
87,94,18.441433392257018
87,97,19.75783886205582
87,100,28.918020106520146
90,70,42.36450351231416
90,73,78.05721237354311
90,76,74.90897946750623
90,79,74.90897946750623
90,82,34.31410574065504
90,85,20.728276065434503
90,88,21.287931718318504
90,91,22.508145623100642
90,94,22.34764815531727
90,97,22.033740376148895
90,100,22.753475410390518
93,70,95.6829556336824
93,73,74.90897946750623
93,76,79.16926896338916
93,79,43.619766270621305
93,82,73.91780236304929
93,85,71.10245975874594
93,88,27.128103549642756
93,91,22.753475410390518
93,94,17.775403904785353
93,97,21.074385776790226
93,100,21.880224975852762
96,70,74.90897946750623
96,73,79.16926896338916
96,76,79.16926896338916
96,79,71.10245975874594
96,82,71.10245975874594
96,85,74.90897946750623
96,88,74.90897946750623
96,91,74.90897946750623
96,94,47.90275180756249
96,97,44.61366304734636
96,100,25.66162132394201
